cell_key,D1/F1,V1/D2/F2,D3,D4,F3,F4,D5/F5,D6,F6,F7,F8,F9,cycle_life
b2c26,-1.2812910244236877,-3.5565277688338512,-1.0562191961668408,0.04750977932423875,-3.700558317872556e-05,1.082561314035044,1.0766411,0.005885200000000035,10.008232333333337,3.491714089864677,0.017301282,-0.0005770190000000015,471.0
b2c27,-1.401616635389844,-3.782516625648434,-1.1433398401288284,0.09019542728951291,4.94572665429678e-07,1.070597695985982,1.065841,0.005946000000000007,10.147409333333345,3.4963979877565876,0.017141469,-0.00026701000000000155,468.0
b2c28,-1.4193949463882494,-3.7999012710340665,-0.9639763418564796,0.07079061458860342,6.73038961038989e-06,1.076352866291486,1.07155,0.006313199999999908,10.139686333333374,3.5105728596486667,0.01686197,-8.498300000000028e-05,509.0
b2c29,-1.3517537144723988,-3.6417016360306165,-0.42978224352112837,0.10022753772983062,3.2791438466295754e-05,1.0765747517897342,1.0725043,0.00683749999999983,10.114581000000035,3.5161173966340775,0.016837668,4.101199999999999e-05,498.0
b2c30,-1.3826619869502395,-3.7371925852429775,-1.0498168054428703,0.11049897514005994,8.458444032158721e-06,1.0717198446068847,1.0672802,0.005877600000000038,10.097333666666673,3.5018425211319384,0.017394017,-0.0003156800000000022,481.0
b2c31,-1.3864950484549023,-3.7445144617916286,-1.5396785154311188,0.09166007843852755,1.2657374149659728e-05,1.078573639574933,1.0732793,0.006845800000000013,10.146884333333388,3.4934782205148096,0.017417014,-3.7203999999999016e-05,492.0
b2c32,-1.3655901940618829,-3.6851811323025743,-0.7556282843535176,0.09638530393964094,1.7829948051947875e-05,1.0787645322453103,1.0742669,0.0066597999999999935,10.130439333333392,3.512998462920085,0.017273866,0.00010941399999999865,519.0
b2c33,-1.3337787888141908,-3.6120510468108287,-0.7934265150325134,0.11998022716653306,2.0687567099567335e-05,1.0835212896334776,1.079052,0.006544000000000105,10.129248333333331,3.509396132754171,0.017406421,9.907600000000003e-05,520.0
b2c34,-1.391474552134811,-3.758431250590115,-0.5208083616398067,0.05360833998360001,2.0926824984539195e-05,1.0736106127338694,1.0688509,0.0068525999999999865,10.164115000000068,3.515364853887099,0.017337065,-0.00014857000000000065,499.0
b2c35,-1.2596740040982313,-3.479989416052827,-0.6130499627296697,0.09714355308225923,-2.804415584417399e-07,1.0733551984790763,1.0687217,0.005766500000000008,10.130293333333345,3.518007012781205,0.016969517,-0.00037834599999999816,463.0
b2c36,-1.2900958004250604,-3.5070816259750828,-0.43278922639183554,0.10901402898567655,2.4055760049474674e-05,1.0839450360354568,1.079731,0.006338799999999978,10.147721666666623,3.5151638037114035,0.020022187,9.954900000000086e-05,535.0
b2c37,-1.3001966182340756,-3.5116790298526,-0.8820412787159039,0.15322517278693967,3.5050378478664416e-05,1.0788960700915275,1.0748166,0.0068574000000001245,10.114688333333323,3.4956420159461525,0.01798249,9.341199999999758e-05,478.0
b2c38,-1.306891183231994,-3.5698860078418138,-1.1428367804270154,0.1171212739743172,1.6458092764378377e-05,1.0741051160568955,1.0699497,0.005798600000000098,10.148493333333317,3.4987465083889426,0.017577264,-3.56749999999989e-05,465.0
b2c39,-1.2547908048260368,-3.452203945354501,-2.2223479506713844,0.12892237819543476,3.1863579468151024e-05,1.0842843988612658,1.0784613,0.0084206,10.14447933333339,3.498125041999893,0.017882114,7.446499999999925e-05,459.0
b2c40,-1.2884862520520135,-3.5329508542339263,-1.187222661008727,0.09020917560992295,-1.993067903525021e-05,1.0822686636206968,1.0765519,0.006568300000000082,10.131583333333303,3.5142340278412094,0.016943704,-0.0004695480000000002,499.0
b2c41,-1.3476565227372301,-3.684675228275558,-0.6539356788717869,0.053285921338375786,1.6646565244279537e-05,1.073882671637188,1.0682049,0.007903900000000075,10.12803633333339,3.5114403226491246,0.017491397,-7.858999999999991e-05,429.0
b2c42,-1.2055677074203344,-3.53149698147879,-1.215888003314384,0.09439908396101958,1.1841173778602306e-05,1.0825180445817355,1.0780239,0.0060867000000000004,10.13045433333328,3.51158535412923,0.016997622,-9.295299999999979e-05,466.0
b2c43,-1.1813108415317748,-3.32241831737248,-1.184808867415537,0.11326836907686443,1.251122820037095e-05,1.0789762526143065,1.0735646,0.007075399999999954,10.12917433333331,3.5099044210352717,0.017879792,9.035099999999893e-05,462.0
b2c44,-1.2433114025108578,-3.4580794172285283,-2.130471403733479,0.09865357817283299,2.227312801484237e-05,1.0752136421884149,1.070887,0.006365600000000082,10.146905333333368,3.510133485847426,0.017408777,0.00018632600000000055,457.0
b2c45,-1.306055458374421,-3.575745782908104,-0.9016130453876007,0.11158034339499485,-7.0604366110079995e-06,1.0748679741863534,1.0704726,0.005185599999999901,10.097114000000099,3.504646812315897,0.01683791,-0.00012690599999999955,487.0
b2c46,-1.1967635909134895,-3.3537534239169307,-1.2702325863957216,0.10057951120570335,2.9379857761286473e-05,1.077631965638013,1.0726138,0.007384199999999952,10.146917333333306,3.50057226167685,0.017551575,0.0002477779999999971,429.0
b2c47,-1.544625866426051,-4.070974119289717,-0.5089391503855867,0.06360178143539331,-9.553367965367665e-06,1.049389155099567,1.0421375,0.008112700000000084,10.112717000000023,3.501844820616527,0.017025596,-0.0008362810000000012,713.0
b3c0,-1.6271699798394041,-4.232672662805281,-0.7287313530873512,0.07421129674892527,-5.346195423623606e-06,1.0706590913201401,1.0674551,0.003916099999999867,10.044530999999989,3.4990251769626393,0.015180224,-0.00012841200000000136,1009.0
b3c1,-1.6373142109052816,-4.248604843132753,-0.5796148994940671,0.05938063847201464,-1.4719340754483138e-05,1.0684723580956503,1.0650603,0.003679599999999894,10.041138666666567,3.5332073778539885,0.014931546,-0.00010282300000000015,1063.0
b3c3,-1.5661764820919957,-4.119550954352129,-0.33258170278887633,0.007848389825551635,-1.2654854669140372e-05,1.0652984177901466,1.0628892,0.0026450000000000085,10.042065333333351,3.5485229360883275,0.014885032,5.60549999999993e-05,1115.0
b3c4,-1.6104092229980247,-4.191086917521082,-0.39874488519662776,0.04825735452425828,-5.233104514533028e-06,1.074804658027211,1.0724765,0.0027884999999998605,10.045031333333366,3.4979751001335675,0.015085269,-6.733400000000049e-05,1048.0
b3c5,-1.5800066294471036,-4.096562812015636,-0.8136012248430307,0.10898308549140887,-1.6020900432900773e-05,1.0539742073362193,1.0514506,0.0026052000000000852,10.041910000000012,3.5421615699316615,0.015130546,-0.00016723399999999874,828.0
b3c6,-1.2682036583206473,-3.516391238108188,-0.3245741048101965,-0.058234612965469224,-0.00020239778849721703,1.0640819993345703,1.0626124,0.00045920000000010397,10.06247166666663,3.5240825230170025,0.013527169,0.00032014799999999927,667.0
b3c7,-1.7660246318906991,-4.487421812361014,-0.49954761218874905,0.06874722597479353,-2.357448361162706e-06,1.0702976551189447,1.0675218,0.003397199999999989,11.041577333333311,3.5070852520372306,0.015372629,-3.5402999999999823e-05,1836.0
b3c8,-1.5703403508022213,-4.109640654356949,-0.7049341627541725,0.09444558075403316,-3.3089511440937477e-06,1.0681748474174397,1.0647362,0.003978199999999932,10.044950000000002,3.5104768038554566,0.01520093,-0.00017268099999999918,828.0
b3c9,-1.53077956665048,-3.9939576101373704,-1.4844113291455556,0.11866441788066878,6.680531849102486e-07,1.0728252555501958,1.0694826,0.00388809999999995,10.041749333333332,3.5108893183962038,0.015742281,-2.9396000000000977e-05,1039.0
b3c10,-1.7182628092520935,-4.4099246067294215,-0.6421284766817408,0.0716095601353975,-2.8759653679657682e-06,1.0645252641327563,1.0617746,0.003226200000000068,11.045003333333321,3.5035679494482657,0.015318613,-0.00014386399999999876,1078.0
b3c11,-1.4717263025529188,-3.896726877988431,-0.8997711311729238,0.09790836817358466,-1.7682165739022832e-05,1.070729462169862,1.0680679,0.0026927999999999397,10.042218333333295,3.5252765305356846,0.015485173,-4.955999999999884e-05,817.0
b3c12,-1.494952254717381,-3.9398583422941527,-2.187732422209416,0.10581258926150067,-6.679463203463244e-06,1.0766760324213565,1.0741653,0.002777699999999994,10.04249166666661,3.512616940343828,0.01599754,-4.0385999999999894e-05,932.0
b3c13,-1.5566671904854605,-4.090024042413784,-0.6250161652997798,0.07214483890207819,-1.2185193568336122e-05,1.0693350771952177,1.065558,0.004086699999999999,10.042319666666685,3.5242008799339835,0.01506449,-0.00014514099999999967,816.0
b3c14,-1.533261333803243,-4.01536433554015,-0.7354124797927406,0.110505987250648,4.636107606678667e-06,1.0767793645726655,1.0727056,0.005038600000000004,10.041712000000018,3.511329592064738,0.015496999,-7.740999999999998e-05,858.0
b3c15,-1.522449033470844,-3.991596264415281,-0.8888465835115507,0.10892645772387977,-1.1564622139765344e-05,1.0711365179513501,1.0684187,0.002858699999999992,10.041533666666655,3.5164053132613127,0.01525728,-9.027200000000062e-05,876.0
b3c16,-1.8585439951250575,-4.684958313199335,-0.9194182386621779,-0.007231090730237583,-9.691301175015846e-06,1.0640031119154811,1.061009,0.0033308999999999145,11.04336633333335,3.5345528296229856,0.015253145,-0.00012093599999999857,1638.0
b3c17,-1.735318851227462,-4.4347635453947625,-1.4418475130647825,-0.03632558531545867,-5.833125541125628e-06,1.0673452964733043,1.0664514,0.002599599999999924,10.041974333333346,3.5362221216584158,0.01535425,-0.00016227499999999992,1315.0
b3c18,-1.6267304723034561,-4.2361408052733385,-0.6703994531196376,0.02738978878097245,-2.9274941249226643e-05,1.0703619310946197,1.0680237,0.0021301000000000236,10.043129666666696,3.5388873297776824,0.014978203,-3.7439999999999696e-05,1146.0
b3c19,-1.5878423810589701,-4.152025460836121,-0.9227820264353722,0.0480439981662101,-2.9691358070500704e-05,1.0742350855242218,1.0719248,0.0019749000000000017,10.043436999999928,3.5365201329635627,0.015178323,-4.249000000000093e-05,1155.0
b3c20,-1.5629790396007919,-4.096326956205182,-0.5072177181840253,0.0691359812446573,-7.1540742115029305e-06,1.0678147557645845,1.0650502,0.0030607000000000273,10.04332966666664,3.5111064780164014,0.015206913,-7.635700000000085e-05,813.0
b3c21,-1.3556601321773505,-3.69302296781005,-0.2967902820747216,-0.07484585459289045,-0.00015949170191713048,1.0701122666967633,1.0678563,0.0008403999999999634,10.067868000000017,3.534051991902341,0.01394002,0.00023393700000000003,772.0
b3c22,-1.5490311248967303,-4.045689718369744,-1.0760466632401784,0.10038330982929235,-1.598876437847879e-05,1.0589703502156258,1.0562643,0.002844599999999975,10.043384333333282,3.530440936674461,0.015614755,-0.00012298300000000012,1002.0
b3c24,-1.5950004935511537,-4.126906961197384,-0.49911731233462525,0.10483337120995806,9.650588744588587e-06,1.049949028054834,1.0462732,0.004855700000000018,10.042240333333272,3.53138552847083,0.01550305,-0.0001505590000000015,825.0
b3c25,-1.5705431219728667,-4.131881674898488,-0.4873871911922651,0.045829673077762395,6.950843537415427e-06,1.0644680120300969,1.0611302,0.004340299999999964,10.041598333333386,3.542443603938437,0.015591009,-4.924599999999932e-05,989.0
b3c26,-1.6098086948768415,-4.2092593997088175,-0.5071929385479291,0.03440988376577774,-4.288423005563341e-07,1.0751341679270252,1.0720186,0.0037909000000000415,10.041816666666708,3.544477142880122,0.015538619,-4.2369000000000434e-05,1028.0
b3c27,-1.5643296999051237,-4.110813329369719,-0.47778315300982976,0.0565651719559313,-4.035370439084671e-06,1.063914866518656,1.0604171,0.004035500000000081,10.045022333333327,3.5390954834161423,0.014868693,-9.954799999999965e-05,850.0
b3c28,-1.2343548598227947,-3.4413421693731294,-0.5472128108329984,-0.003944653374853962,-0.0001980220853432282,1.0546211465545248,1.0518668,0.0008316999999999908,10.05914166666674,3.5438482824827946,0.013169404,0.00043592300000000125,541.0
b3c29,-1.5430806300852127,-4.050036075664458,-0.5112805405368068,0.08053254695247182,4.077620284476869e-06,1.0702923110624616,1.0663688,0.0048319999999999474,10.041687666666647,3.4862352002264037,0.014745088,-0.00016551100000000013,858.0
b3c30,-1.5856105635743816,-4.143468426315687,-0.4853079083186711,0.0545998499262044,-3.416536796536506e-06,1.0718801746897546,1.0687393,0.0036004999999998955,10.043678666666674,3.499686321881075,0.015509814,-0.00011412599999999912,935.0
b3c31,-1.4406933481569062,-3.823472128504606,-1.0122298761688893,0.1163301534515028,-8.99956215213359e-06,1.0712586655485465,1.0681812,0.0034605000000000885,10.046477666666663,3.522705742398379,0.015812302,-2.983200000000047e-05,731.0
b3c33,-1.6877564311358375,-4.370589515925665,-0.4158438909990209,0.015549265443511333,-1.2591045145330921e-05,1.062801338251907,1.060272,0.00264439999999988,10.043301333333366,3.5111591403993687,0.015279103,-0.00015399299999999984,1284.0
b3c34,-1.6617242734533288,-4.293400663403529,-0.7783395731182093,0.0627582438636515,-2.115797278911534e-05,1.064325069743558,1.061535,0.0027430999999999983,10.044184666666649,3.5448576448776765,0.015220164,-0.00010690799999999931,1158.0
b3c35,-1.6283715762403852,-4.218237357481185,-0.5287784815724701,0.05770222503458534,-1.9530938775509824e-05,1.0654954172714906,1.0633804,0.002049399999999979,10.043148666666676,3.5418646847392528,0.015308049,-7.601500000000046e-05,1093.0
b3c36,-1.6274086403197767,-4.236705340009495,-0.6577787066439902,0.047144227786187175,-2.1971919604205316e-05,1.0604838153745622,1.0575287,0.003076099999999915,10.043801000000046,3.5460659019844414,0.015083324,-8.82880000000006e-05,923.0
b3c40,-1.6553691900548495,-4.309705344735928,-0.48004166660348674,0.02241546121124031,-7.69214718614742e-06,1.0633916873852816,1.0593235,0.004510000000000014,10.043562999999995,3.523397761695633,0.015254971,-0.00023430500000000062,796.0
b3c41,-1.6088129682027832,-4.199349675388194,-0.5115201618768506,0.04028036933282028,9.732244897959269e-06,1.0538777989445476,1.0505219,0.004361900000000141,10.042974333333357,3.518088112248981,0.017006677,-0.00017313199999999945,786.0
b3c42,-2.233378649442084,-4.384950768768629,0.2817817812505254,0.4374467996992123,1.810488559060104e-06,1.0694280216491445,1.0669198,0.0030687000000000353,11.038937333333307,3.5101687868430025,0.015753616,-0.0005620929999999996,1642.0
b3c43,-1.6997295198818319,-4.152156360417729,-0.47736175051572255,-0.28312861138227075,3.041014223871417e-06,1.07272933554731,1.0701852,0.0031487999999999516,10.043887666666608,3.5212554745908275,0.015550403,-0.00014502799999999844,1046.0
b3c44,-1.5846520568879627,-4.133080792014577,-0.6652585733370747,0.09017285831285464,4.689736549164843e-06,1.0730782133349825,1.06972,0.004184900000000047,10.043435666666628,3.514347743615628,0.01551657,-0.00010574500000000084,940.0
b3c45,-1.7711676750484417,-4.505414004543061,-0.49382924920002963,0.06902083846378522,-1.2584539270266681e-07,1.0714722756907853,1.0695485,0.0025961999999999374,11.037649999999994,3.506126074268542,0.015557319,-7.953999999999947e-05,1801.0
